ID,SEXO,IDADE,INSTX,REGIAO,UF,REG,COND,PORTE,F01,F02_IDADE,F02_FAIXA,F02_FX,F03,ALFAB,INST,P1_1_1,P1_1_0,P1_1_4,P1_1_2,P1_2_1_1,P1_2_1_2,P1_2_2,P1_1_6,P1_1_5,P1_2_3,P1_2_4,P2_2_2_1,P2_2_2_2,P2_2_2_3,P1_1_7_1,P1_1_7_2,P1_1_7_3,P1_1_7_4,P1_1_7_5,P1_1_7_6,P1_1_7_7,P2_1_0,P2_1_1,P2_1_6,P2_1_4_1,P2_1_4_2,P2_1_4_3,P2_1_3,P2_1_2_1,P2_1_2_2,P2_1_2_3,P2_1_2_4,P2_1_2_5,P2_2_3_1,P2_2_3_2,P2_2_3_3,RAÇA,RELIGIAO,P2_1_9,INTERNET,INTERNET1_1,INTERNET1_2,INTERNET1_3,INTERNET1_4,INTERNET1_5,INTERNET1_6,INTERNET2_1,INTERNET2_2,P2_1_8_1,P2_1_8_2,P2_1_8_3,P2_1_8_4,P2_1_8_5,P2_1_8_6,P2_1_8_7,P2_1_8_8,C2,C3,C4,CLASSE,FATOR_POND
331720,2,4,3,4,24,4,3,6,2,39,4,4,CHAPECÓ - SC,1,14,1,2,1,1,1, ,1,1,1,1,5,3,1,4,1,2,2,2,1,2,2,1,1,2,1,3,2,1,1,1,1,1,1,1,3,4,3,1,5,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,4,3,"0,62255"
332387,2,3,3,2,25,2,3,5,2,28,3,3,ESTÂNCIA - SE,1,14,1,1,2,1,3, ,1,1,2,1,1,3,2,4,2,2,2,1,1,2,1,1,1,2,3,7,2,1,1,1,1,1,2,2,4,3,1,9,5,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,4,6,"1,27341"
332446,1,2,2,2,10,2,3,5,1,19,2,2,BALSAS - MA,1,10,3,3,2,1,1, ,1,3,3,1,1,2,3,1,1,2,2,2,2,2,1,1,1,2,3,7,4,1,3,3,2,2,2,1,3,2,1,12,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,4,"1,29477"
332591,2,5,3,1,3,1,1,7,2,53,5,5,MANAUS - AM,1,14,1,3,1,1,1, ,1,1,1,1,6,2,3,1,2,2,1,2,1,2,1,1,1,2,1,2,3,1,1,1,1,1,3,1,2,3,4,7,5,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,4,4,"0,95862"
332863,1,5,3,3,11,3,3,6,1,50,5,5,DIVINÓPOLIS - MG,1,14,1,1,1,1,1, ,1,1,1,1,10,3,1,2,1,2,1,2,2,1,1,1,1,2,2,1,3,1,1,1,1,1,3,1,3,2,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,"0,59414"
334469,1,5,2,2,5,2,3,5,1,45,5,5,JAGUAQUARA - BA,1,11,2,4,1,1,2, ,1,1,1,1,1,1,3,2,1,2,1,2,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,3,2,1,1,3,2, , , , , , , , ,1,1,2,2,1,2,2,1,3,2,3,5,"0,95562"
335016,1,4,2,3,11,3,3,5,1,42,4,4,CATAGUASES - MG,1,11,1,1,1,1,1, ,1,1,1,1,6,3,1,2,1,2,2,1,1,1,1,1,1,2,3,1,7,1,1,1,1,1,3,3,2,4,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,4,3,"0,61572"
335293,1,4,4,5,13,5,3,6,1,42,4,4,VÁRZEA GRANDE - MT,1,16,1,1,1,1,1, ,1,1,1,2,5,1,4,3,1,2,1,1,1,2,1,1,1,2,1,2,6,1,1,1,1,1,1,3,1,4,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,5,3,"1,19203"
335596,2,2,4,5,9,5,3,6,2,23,2,2,ANÁPOLIS - GO,1,16,1,3,1,1,1, ,1,1,1,1,4,1,2,3,2,2,2,2,1,2,1,2,1,2,3,7,1,1,1,1,1,1,2,3,1,4,3,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,3,5,"1,45954"
336029,1,6,2,1,14,1,1,7,1,78,6,6,BELÉM - PA,1,9,1,3,1,1,3, ,1,1,2,1,7,1,3,2,1,2,2,2,1,2,1,1,1,2,3,1,2,1,1,1,1,1,3,2,3,1,3,1,4,1,2,2,2,1,2,2,3,3,1,1,1,1,1,2,2,1,1,1,2,5,"0,87659"
336392,1,6,1,5,9,5,3,5,1,65,6,6,FORMOSA - GO,1,7,2,2,1,1,3, ,1,1,2,1,4,6, , ,2,2,1,2,2,2,1,1,1,2,10, , ,1,1,1,1,1,3,6, , ,3,1,1,2, , , , , , , , ,1,2,2,2,1,2,2,2,2,2,1,6,"1,35269"
336761,1,5,2,3,26,3,1,7,1,52,5,5,SÃO PAULO - SP,1,11,4,2,3,2, ,1,2,3,3,1,2,1,3,2,1,1,1,2,2,2,2,1,1,2,3,7,6,2,3,3,1,1,3,3,2,1,3,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,4,2,"0,54476"
337047,2,6,1,3,11,3,3,4,2,61,6,6,PORTEIRINHA - MG,1,7,1,3,2,3, ,1,2,1,1,1,7,4,3,2,1,2,1,2,1,2,1,1,1,2,2,3,6,1,1,1,1,1,3,3,4,2,3,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,5,"0,90528"
338344,1,6,3,5,13,5,1,7,1,70,6,6,CUIABÁ - MT,1,14,1,2,1,1,1, ,1,1,1,1,11,6, , ,1,2,4,2,4,2,1,1,1,2,1,3,7,1,3,1,1,1,3,6, , ,3,1,5,1,1,2,2,1,2,1,1,1,1,4,1,1,2,1,1,1,1,1,3,4,"1,12465"
339740,2,2,3,3,19,3,1,7,2,22,2,2,RIO DE JANEIRO - RJ,1,14,1,2,1,1,1, ,1,1,1,1,8,2,3,1,1,2,1,2,1,2,1,1,1,2,3,6,7,1,1,1,1,1,1,3,2,1,3,7,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,"0,62575"
340446,2,6,3,2,6,2,3,5,2,65,6,6,MORADA NOVA - CE,1,14,1,2,1,1,2, ,2,1,1,2,4,1,2,3,2,2,1,2,1,1,2,1,1,2,3,7,6,1,1,1,1,1,3,2,3,1,3,1,2,1,2,2,2,1,2,1,1,1,3,1,1,1,2,1,1,1,1,2,4,4,"1,03862"
340576,1,6,2,5,13,5,1,7,1,58,6,6,CUIABÁ - MT,1,11,1,2,1,1,1, ,2,2,2,2,5,1,3,2,2,2,2,2,3,1,1,1,1,1, , , ,1,1,1,1,1,3,3,2,1,2,1,3,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,3,5,"1,12648"
341163,2,4,3,3,8,3,3,6,2,35,4,4,CARIACICA - ES,1,14,1,2,1,1,1, ,1,1,1,1,4,3,4,2,1,2,1,1,2,1,1,1,1,2,1,3,7,1,1,1,1,1,3,3,2,4,3,12,5,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,4,3,"0,56075"
341261,1,2,4,3,19,3,1,7,1,23,2,2,RIO DE JANEIRO - RJ,1,15,2,2,1,1,1, ,2,1,2,1,8,3,2,1,2,2,1,2,1,1,1,1,1,2,3,7,6,1,1,1,1,1,3,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,5,3,"1,21850"
342155,2,4,2,3,11,3,1,7,2,41,4,4,BELO HORIZONTE - MG,1,11,1,3,1,1,1, ,2,1,2,2,5,1,3,2,1,2,1,2,2,2,1,1,1,2,3,8,6,1,1,1,1,1,3,3,1,2,3,1,3,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,4,4,"1,08393"
343574,2,6,2,4,23,4,1,7,2,60,6,6,PORTO ALEGRE - RS,1,11,1,2,1,1,1, ,1,1,1,1,5,2,3,1,1,2,2,2,2,2,2,1,1,2,1,3,8,1,1,1,3,1,2,2,4,3,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,3,1,3,6,"1,16454"
343725,1,4,3,3,19,3,3,6,1,39,4,4,TERESÓPOLIS - RJ,1,14,1,1,1,1,3, ,1,1,1,1,10,5, , ,1,2,1,1,1,1,1,1,1,3, , , ,1,1,1,1,1,3,3,1,4,2,1,5,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,5,1,"0,30159"
344766,1,3,3,5,9,5,3,6,1,33,3,3,ÁGUAS LINDAS DE GOIÁS - GO,1,14,4,1,1,1,1, ,1,1,2,2,1,2,1,3,1,2,1,2,2,2,1,1,1,2,1,4,2,3,3,3,2,3,3,2,1,3,1,2,3,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,"0,64077"
345041,1,2,3,4,24,4,1,6,1,21,2,2,FLORIANÓPOLIS - SC,1,14,3,2,1,1,1, ,1,1,1,1,7,3,2,1,1,2,2,2,1,2,1,2,1,2,6,3,1,1,1,1,1,1,3,3,1,4,1,11,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,"0,31555"
346073,1,3,4,5,12,5,1,7,1,25,3,3,CAMPO GRANDE - MS,1,16,2,1,3,1,2, ,1,2,2,2,6,2, , ,1,2,2,2,1,1,1,1,1,1, , , ,3,1,3,1,1,3,2, , ,1,3,3,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,5,4,"2,11127"
346920,2,3,3,5,9,5,1,7,2,26,3,3,GOIÂNIA - GO,1,14,2,1,1,1,1, ,1,1,1,1,2,4,3,2,2,2,2,2,2,2,1,1,1,2,8,3,7,1,1,1,1,1,3,1,4,3,3,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,5,"1,12678"
347122,1,2,3,3,26,3,3,6,1,21,2,2,JUNDIAÍ - SP,1,14,1,1,1,1,1, ,1,1,1,1,4,2,4,1,1,2,1,1,1,1,1,1,1,2,2,1,7,1,1,1,1,1,3,1,4,2,4,7,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,4,2,"0,78616"
347201,2,5,1,3,26,3,2,6,2,54,5,5,MAUÁ - SP,2,1,1,2,6,1,1, ,2,1,1,2,1,4,3,1,1,2,1,2,2,2,2,1,1,2,8,3,6,1,1,1,1,1,3,3,4,1,3,10,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,3,4,"0,88007"
347541,1,6,1,3,26,3,1,7,1,62,6,6,SÃO PAULO - SP,1,7,2,1,1,1,3, ,1,1,1,4,11,3,1,4,2,2,2,2,2,2,1,1,1,3, , , ,1,1,1,1,1,3,3,1,4,1,1,5,1,2,2,2,1,2,1,1,2,1,4,1,1,1,1,1,1,3,1,3,5,"1,16032"
347634,1,3,3,2,6,2,1,7,1,26,3,3,FORTALEZA - CE,1,14,2,2,1,1,1, ,1,1,1,3,6,3,1,2,1,2,2,2,1,2,1,1,1,2,2,3,6,1,1,1,3,2,3,3,1,2,2,2,3,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,3,5,"1,30500"
347869,1,5,2,3,11,3,3,6,1,47,5,5,IPATINGA - MG,1,11,1,2,1,1,1, ,1,1,1,1,1,2,3,1,2,2,2,2,2,2,1,1,1,2,2,7,6,1,1,1,1,1,3,3,2,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,4,"1,15016"
348109,1,6,1,4,24,4,3,6,1,58,6,6,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,7,3,3,1,1,1, ,3,3,2,1,5,3,2,1,1,2,2,2,2,1,2,2,1,1, , , ,2,1,3,3,3,3,2,1,3,1,1,3,1,2,2,2,1,2,2,3,3,2,1,1,2,2,1,1,1,1,1,2,5,"1,03687"
348328,2,6,1,5,9,5,1,7,2,63,6,6,GOIÂNIA - GO,2,1,2,4,5,3, ,1,3,1,1,3,1,5, , ,1,2,2,2,2,2,2,1,2,2,1,3,7,1,1,1,1,1,3,3,4,2,2,1,3,2, , , , , , , , ,2,2,2,2,1,2,2,1,1,1,1,6,"1,20298"
348745,1,6,1,2,2,2,3,6,1,70,6,6,ARAPIRACA - AL,1,2,2,5,1,1,1, ,4,1,5,3,10,3, , ,1,2,1,2,2,2,2,1,1,3, , , ,4,1,1,1,1,1,3, , ,1,12,5,1,2,2,1,1,2,2,3,3,3,2,2,2,1,1,2,1,1,2,1,4,"1,03073"
349662,1,6,2,5,12,5,1,7,1,82,6,6,CAMPO GRANDE - MS,1,11,1,3,1,1,1, ,1,1,1,1,4,3,4,2,1,2,1,2,2,1,1,1,1,2,1,2,7,1,1,1,1,3,3,3,4,2,1,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,3,3,"0,53355"
351242,2,6,1,4,18,4,3,6,2,77,6,6,FOZ DO IGUAÇU - PR,1,6,1,1,1,1,1, ,1,1,1,1,7,3,1,4,1,2,1,2,1,1,3,1,1,2,6,1,3,1,1,1,1,1,3,3,1,4,1,1,2,1,2,2,2,1,2,1,3,2,1,2,1,1,2,1,2,1,1,1,1,6,"1,16600"
351262,2,6,1,2,16,2,2,5,2,55,6,6,ABREU E LIMA - PE,1,5,1,2,1,1,1, ,3,4,4,1,1,3,4,2,1,2,1,1,1,1,1,1,1,1, , , ,1,1,1,1,1,3,3,2,4,1,1,3,2, , , , , , , , ,1,2,2,2,1,2,2,1,1,1,2,6,"1,48437"
351528,1,5,3,3,19,3,1,7,1,47,5,5,RIO DE JANEIRO - RJ,1,14,1,2,1,1,1, ,1,1,1,1,7,3,2,4,2,2,1,2,1,1,1,1,1,1, , , ,1,1,1,1,3,3,3,2,1,3,1,4,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,4,4,"1,25441"
351645,2,5,2,2,2,2,1,7,2,47,5,5,MACEIÓ - AL,1,11,1,2,1,2, ,1,3,1,1,2,4,3,1,2,1,2,2,2,2,2,2,1,1,1, , , ,1,1,1,1,1,1,3,1,2,3,1,3,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,5,"0,77815"
352435,2,2,3,3,19,3,2,7,2,18,2,2,DUQUE DE CAXIAS - RJ,1,13,2,2,1,1,1, ,1,1,1,1,2,1,3,2,1,1,1,2,1,2,1,1,1,1, , , ,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,5,3,"0,62575"
353100,1,3,3,3,19,3,2,7,1,33,3,3,NOVA IGUAÇU - RJ,1,14,2,3,1,1,1, ,1,1,2,2,1,3,2,1,2,2,2,2,2,2,1,3,1,2,3,7,6,1,1,1,1,1,3,3,2,1,1,6,3,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,4,3,"0,60986"
353831,2,2,3,1,14,1,2,6,2,18,2,2,MARITUBA - PA,1,14,1,1,1,1,1, ,1,1,2,4,7,3,1,4,1,2,1,1,2,1,1,1,1,3, , , ,1,1,1,1,3,3,3,2,1,3,11,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,5,3,"0,55803"
355769,1,4,2,3,11,3,2,6,1,42,4,4,RIBEIRÃO DAS NEVES - MG,1,8,1,2,1,1,1, ,1,1,1,1,4,1,2,3,1,2,2,2,1,2,1,1,1,2,2,3,6,1,1,1,1,1,3,2,1,3,3,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,6,"1,71989"
356345,2,6,3,2,10,2,3,5,2,60,6,6,SANTA INÊS - MA,1,12,1,3,1,1,1, ,1,1,1,1,4,3,1,4,2,2,2,2,2,1,1,1,1,2,2,6,1,1,1,1,1,1,3,4,3,2,3,1,3,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,"1,03862"
356382,1,5,2,5,9,5,3,6,1,46,5,5,TRINDADE - GO,1,8,1,1,1,1,1, ,1,1,1,1,10,3,2, ,1,2,1,2,1,2,1,1,1,2,2,1,3,1,1,1,1,1,3,3,4,2,1,1,3,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,6,"1,49768"
357241,1,4,3,3,26,3,3,7,1,39,4,4,RIBEIRÃO PRETO - SP,1,14,3,3,2,1,2, ,2,2,2,1,11,3,2,4,1,2,2,1,2,2,1,2,2,2,3,5,7,1,1,3,1,3,3,3,2,4,1,2,3,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,4,3,"0,67153"
357406,2,6,1,3,26,3,3,5,2,67,6,6,PENÁPOLIS - SP,1,7,1,1,4,1,1, ,4,1,1,1,3,2,3,1,1,2,1,2,2,2,2,1,1,2,6,3,7,1,1,1,3,3,3,4,2,1,1,1,3,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,6,"1,19770"
358529,1,4,3,3,11,3,3,6,1,39,4,4,DIVINÓPOLIS - MG,1,14,1,2,1,1,1, ,1,1,1,1,6,1,2,3,1,2,2,2,2,2,1,1,1,2,3,1,2,1,1,1,1,1,3,3,4,2,2,9,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,"0,67153"
358864,1,6,1,2,15,2,3,6,1,55,6,6,PATOS - PB,1,7,2,3,2,1,1, ,1,2,1,1,2,1,2,3,1,2,1,1,2,1,2,1,1,2,1,3,2,1,1,1,1,1,1,1,3,2,5,1,3,2, , , , , , , , ,2,1,1,1,1,2,2,1,1,1,2,6,"1,36368"
358980,2,5,1,3,26,3,3,6,2,52,5,5,ITAPETININGA - SP,1,5,1,3,1,1,3, ,1,1,1,1,6,1,3,2,1,2,1,2,1,2,1,1,1,2,3,7,2,1,1,1,1,2,3,3,4,1,1,5,4,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,4,"0,88007"
359447,1,2,3,1,14,1,3,5,1,20,2,2,BARCARENA - PA,1,12,2,2,1,1,1, ,1,1,2,1,4,1,2,3,1,2,1,2,2,2,2,1,1,2,1,2,5,1,1,1,1,1,3,1,2,4,3,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,3,6,"2,07590"
359697,2,2,4,3,26,3,3,7,2,18,2,2,CAMPINAS - SP,1,15,2,2,1,1,3, ,2,1,1,1,4,1,2,3,2,2,2,2,2,2,1,2,1,2,3,6,7,2,1,1,1,3,3,3,1,2,2,11,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,3,5,"1,74432"
360455,2,3,3,2,20,2,3,5,2,31,3,3,MACAÍBA - RN,1,14,2,2,1,2, ,1,2,4,1,1,5,4,2,3,1,1,1,1,1,1,1,2,1,2,6,3,7,1,1,1,1,1,1,3,2,4,3,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,4,3,"0,45588"
361044,1,2,1,2,17,2,1,7,1,20,2,2,TERESINA - PI,1,6,3,2,1,1,1, ,1,1,1,1,1,3,4,2,2,2,1,2,1,2,1,1,1,2,2,3,7,1,1,1,1,1,3,3,4,2,3,11,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,3,3,"0,57170"
361985,1,4,2,2,25,2,1,7,1,40,4,4,ARACAJU - SE,1,9,1,2,1,1,1, ,1,1,1,2,5,1,2,4,2,2,1,2,1,2,1,1,1,2,9, , ,1,1,1,1,1,3,2,1,3,1,2,3,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,5,"0,98172"
362545,1,5,1,3,19,3,3,6,1,49,5,5,CAMPOS DOS GOYTACAZES - RJ,1,7,1,3,1,1,1, ,2,1,1,1,5,1,3,2,1,2,1,2,2,1,2,1,1,2,1,2,3,1,1,1,1,1,1,1,2,3,3,2,4,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,5,"1,21296"
363643,2,3,3,5,12,5,1,7,2,32,3,3,CAMPO GRANDE - MS,1,14,2,3,1,1,1, ,1,2,3,1,6,3,2,1,1,2,2,3,1,2,1,1,1,2,3,5,7,1,1,1,1,4,3,2,3,4,1,1,4,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,4,6,"1,49075"
364052,1,3,3,4,18,4,2,5,1,34,3,3,PIRAQUARA - PR,1,14,1,2,1,1,1, ,1,1,1,1,6,3,2,4,1,1,1,2,1,1,1,1,1,2,1,2,3,1,1,1,1,2,3,3,1,4,3,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,3,1,4,5,"2,04950"
364271,1,2,3,3,26,3,3,6,1,21,2,2,ITAPETININGA - SP,1,14,2,2,1,1,1, ,2,2,3,1,6,1,3,2,1,2,1,2,2,2,1,1,1,2,1,7,2,1,1,1,1,1,3,1,3,2,1,7,3,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,4,3,"0,78616"
364447,2,4,3,2,20,2,3,6,2,39,4,4,PARNAMIRIM - RN,1,14,1,2,1,1,1, ,1,1,1,1,5,2,3,1,2,2,1,2,2,2,1,1,1,3, , , ,1,1,1,1,1,1,2,3,1,3,5,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,4,4,"1,04638"
364696,1,5,1,2,6,2,2,5,1,54,5,5,PACAJUS - CE,1,5,3,3,1,1,1, ,1,1,1,1,3,3,2,1,2,2,2,2,2,1,1,1,1,2,10, , ,1,1,1,1,5,3,2,3,1,3,1,3,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,"0,89086"
365099,2,3,2,3,19,3,2,7,2,28,3,3,SÃO GONÇALO - RJ,1,11,1,2,1,1,1, ,1,2,3,1,6,1,4,2,1,2,2,2,2,2,1,1,1,1, , , ,1,1,1,2,3,2,4,2,3,4,3,4,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,4,4,"1,22940"
365116,1,3,3,2,16,2,1,7,1,32,3,3,RECIFE - PE,1,14,4,4,1,1,1, ,1,2,4,1,6,3,1,2,2,2,2,2,2,2,2,1,1,2,1,6,5,1,1,1,3,3,3,3,1,2,3,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,4,3,"0,61810"
365842,1,6,1,2,16,2,2,6,1,60,6,6,OLINDA - PE,1,7,2,1,1,1,1, ,1,1,1,1,10,1, , ,1,2,1,2,2,2,2,1,1,2,3,8,6,1,1,1,1,3,3,1,2,3,3,2,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,5,6,"1,36368"
366151,2,2,3,3,26,3,3,6,2,23,2,2,SANTOS - SP,1,14,1,2,1,1,1, ,1,1,1,1,10,2,3,4,1,1,1,2,1,1,1,1,1,2,6,8, ,2,1,1,1,1,3,3,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,"1,32114"
366446,2,2,3,3,26,3,3,7,2,22,2,2,CAMPINAS - SP,1,14,1,2,1,1,3, ,1,1,2,1,7,3,1,2,1,2,1,1,1,2,1,1,1,2,1,2,7,1,1,1,1,1,3,3,1,4,3,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,4,4,"1,32114"
366453,1,6,2,3,26,3,2,6,1,56,6,6,CARAPICUÍBA - SP,1,9,1,2,1,1,1, ,1,1,1,1,7,3,1,4,2,2,1,2,3,2,1,1,1,2,6,2,3,1,1,1,1,1,3,3,1,4,2,11,4,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,"1,10024"
367454,2,6,2,3,19,3,1,7,2,62,6,6,RIO DE JANEIRO - RJ,1,11,1,1,2,1,1, ,2,1,1,1,3,3,1,2,1,2,2,2,2,2,2,1,1,2,3,8,6,1,1,1,1,1,3,3,2,1,6,1,4,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,3,1,2,4,"1,09596"
367737,2,2,3,4,23,4,1,7,2,22,2,2,PORTO ALEGRE - RS,1,14,2,1,1,1,1, ,1,1,1,1,6,1,2,4,1,2,2,1,2,1,1,1,1,2,3,7,1,1,1,1,1,3,3,2,1,3,2,6,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,"0,70200"
369600,1,6,2,3,8,3,3,6,1,55,6,6,CARIACICA - ES,1,8,1,3,2,1,1, ,1,1,1,1,8,3,2,1,2,2,2,2,1,2,2,1,1,2,2,3,6,1,1,3,1,1,3,3,2,1,4,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,5,"1,10024"
370984,1,5,1,3,26,3,3,7,1,49,5,5,RIBEIRÃO PRETO - SP,1,7,1,1,1,1,1, ,1,1,1,1,6,3,1,2,1,2,2,2,2,2,1,1,1,2,1,3,4,1,1,1,3,3,3,2,3,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,"1,21296"
371630,1,5,1,2,25,2,1,7,1,50,5,5,ARACAJU - SE,1,2,1,2,2,1,2, ,3,3,1,2,4,2,1,3,2,2,1,2,2,2,2,1,1,2,7,2,3,1,1,1,1,1,1,1,3,2,1,10,5,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,6,"1,17862"
372582,2,6,1,4,23,4,3,6,2,64,6,6,SANTA CRUZ DO SUL - RS,1,6,1,3,5,1,1, ,1,1,2,1,7,5, , ,2,2,2,2,2,2,1,1,1,2,3,2,8,1,1,1,1,1,4,1,3,2,1,1,4,2, , , , , , , , ,1,2,2,2,1,2,2,1,2,2,2,6,"1,16600"
377394,1,6,2,3,26,3,2,7,1,57,6,6,GUARULHOS - SP,1,11,4,1,1,1,6, ,1,1,1,2,1,6, , ,2,2,2,2,2,2,2,1,1,2,1,2,7,1,1,3,3,1,3,2,4,3,3,2,5,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,2,3,4,"1,10024"
377641,1,6,1,3,11,3,1,7,1,65,6,6,BELO HORIZONTE - MG,1,6,1,1,1,1,1, ,1,1,1,1,10,3,1,2,1,2,1,2,2,2,2,1,1,2,2,1,6,1,1,1,1,1,3,2,3,1,4,2,4,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,4,3,"0,54958"
377730,2,2,3,2,6,2,1,7,2,19,2,2,FORTALEZA - CE,1,14,2,2,1,1,3, ,3,1,1,1,6,6, , ,1,2,1,2,1,1,1,1,1,2,6,3,2,4,2,1,1,1,3,3,1,4,3,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,4,4,"1,13362"
378419,1,3,3,3,26,3,1,7,1,30,3,3,SÃO PAULO - SP,1,14,1,2,1,1,1, ,1,1,1,1,2,2,1,3,1,2,1,2,2,1,1,1,1,2,6,5,3,1,1,1,1,1,1,3,1,2,2,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,4,3,"0,60986"
378886,1,4,2,3,19,3,2,7,1,35,4,4,DUQUE DE CAXIAS - RJ,1,11,3,1,4,2, ,2,2,4,4,2,9,6, , ,2,1,2,2,2,2,2,1,1,1, , , ,2,3,3,3,3,2,2,3,1,3,2,3,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,3,3,"0,61572"
379046,2,6,2,3,26,3,3,6,2,78,6,6,SANTOS - SP,1,11,1,1,1,1,1, ,1,1,1,1,4,3,1,2,1,2,1,2,1,1,2,1,1,1, , , ,1,1,1,1,1,1,3,2,1,1,1,5,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,4,1,"0,23313"
